ratio,trial,C,val-acc,val-f,test-acc,test-f
0.0,0.0,625.0,0.6699029126213593,0.5952380952380952,0.6634615384615384,0.5569620253164557
0.0,0.0,125.0,0.6699029126213593,0.5952380952380952,0.6634615384615384,0.5569620253164557
0.0,0.0,25.0,0.6504854368932039,0.5813953488372093,0.6634615384615384,0.5569620253164557
0.0,0.0,5.0,0.6796116504854369,0.6024096385542168,0.6826923076923077,0.5714285714285715
0.0,0.0,1.0,0.6699029126213593,0.5853658536585366,0.7307692307692307,0.6111111111111112
0.0,0.0,0.2,0.6796116504854369,0.6024096385542168,0.6538461538461539,0.5000000000000001
0.0,0.0,0.04,0.5922330097087378,0.04545454545454545,0.5865384615384616,0.044444444444444446
0.0,0.0,0.008,0.5825242718446602,0.0,0.5769230769230769,0.0
0.0,0.0,0.0016,0.5825242718446602,0.0,0.5769230769230769,0.0
0.0,1.0,625.0,0.6699029126213593,0.5641025641025641,0.6730769230769231,0.5142857142857143
0.0,1.0,125.0,0.6699029126213593,0.5641025641025641,0.6730769230769231,0.5142857142857143
0.0,1.0,25.0,0.6699029126213593,0.5641025641025641,0.6730769230769231,0.5142857142857143
0.0,1.0,5.0,0.6699029126213593,0.5641025641025641,0.6730769230769231,0.5142857142857143
0.0,1.0,1.0,0.6601941747572816,0.4776119402985075,0.6538461538461539,0.4193548387096774
0.0,1.0,0.2,0.5728155339805825,0.1851851851851852,0.5961538461538461,0.19230769230769232
0.0,1.0,0.04,0.5339805825242718,0.0,0.5480769230769231,0.0
0.0,1.0,0.008,0.5339805825242718,0.0,0.5480769230769231,0.0
0.0,1.0,0.0016,0.5339805825242718,0.0,0.5480769230769231,0.0
0.0,2.0,625.0,0.6407766990291263,0.5747126436781609,0.6634615384615384,0.5783132530120482
0.0,2.0,125.0,0.6407766990291263,0.5747126436781609,0.6634615384615384,0.5783132530120482
0.0,2.0,25.0,0.6407766990291263,0.5747126436781609,0.6634615384615384,0.5783132530120482
0.0,2.0,5.0,0.6407766990291263,0.5747126436781609,0.6634615384615384,0.5783132530120482
0.0,2.0,1.0,0.6504854368932039,0.55,0.6538461538461539,0.5609756097560976
0.0,2.0,0.2,0.6893203883495146,0.5789473684210527,0.6346153846153846,0.5128205128205128
0.0,2.0,0.04,0.6019417475728155,0.1276595744680851,0.5576923076923077,0.04166666666666667
0.0,2.0,0.008,0.5825242718446602,0.0,0.5673076923076923,0.0
0.0,2.0,0.0016,0.5825242718446602,0.0,0.5673076923076923,0.0
0.0,3.0,625.0,0.6699029126213593,0.5853658536585366,0.7211538461538461,0.6588235294117646
0.0,3.0,125.0,0.6699029126213593,0.5853658536585366,0.7211538461538461,0.6588235294117646
0.0,3.0,25.0,0.6699029126213593,0.5853658536585366,0.7211538461538461,0.6588235294117646
0.0,3.0,5.0,0.6699029126213593,0.5853658536585366,0.7307692307692307,0.6666666666666666
0.0,3.0,1.0,0.6601941747572816,0.5679012345679013,0.7019230769230769,0.617283950617284
0.0,3.0,0.2,0.5533980582524272,0.23333333333333336,0.6346153846153846,0.32142857142857145
0.0,3.0,0.04,0.5436893203883495,0.04081632653061225,0.5961538461538461,0.0
0.0,3.0,0.008,0.5339805825242718,0.0,0.5961538461538461,0.0
0.0,3.0,0.0016,0.5339805825242718,0.0,0.5961538461538461,0.0
0.0,4.0,625.0,0.6504854368932039,0.5714285714285714,0.6826923076923077,0.6206896551724138
0.0,4.0,125.0,0.6504854368932039,0.5714285714285714,0.6826923076923077,0.6206896551724138
0.0,4.0,25.0,0.6504854368932039,0.5714285714285714,0.6826923076923077,0.6206896551724138
0.0,4.0,5.0,0.6504854368932039,0.5714285714285714,0.6826923076923077,0.6206896551724138
0.0,4.0,1.0,0.6310679611650486,0.525,0.7019230769230769,0.6265060240963856
0.0,4.0,0.2,0.6504854368932039,0.48571428571428565,0.7019230769230769,0.5866666666666667
0.0,4.0,0.04,0.5922330097087378,0.04545454545454545,0.5576923076923077,0.0
0.0,4.0,0.008,0.5922330097087378,0.0,0.5576923076923077,0.0
0.0,4.0,0.0016,0.5922330097087378,0.0,0.5576923076923077,0.0
0.0,5.0,625.0,0.6601941747572816,0.5333333333333333,0.6153846153846154,0.5555555555555555
0.0,5.0,125.0,0.6407766990291263,0.5066666666666667,0.6153846153846154,0.5555555555555555
0.0,5.0,25.0,0.6407766990291263,0.5066666666666667,0.6153846153846154,0.5555555555555555
0.0,5.0,5.0,0.6407766990291263,0.5066666666666667,0.6153846153846154,0.5555555555555555
0.0,5.0,1.0,0.6407766990291263,0.5194805194805194,0.6153846153846154,0.5348837209302325
0.0,5.0,0.2,0.6504854368932039,0.4857142857142857,0.6153846153846154,0.5121951219512196
0.0,5.0,0.04,0.5922330097087378,0.34375,0.6057692307692307,0.40579710144927544
0.0,5.0,0.008,0.6213592233009708,0.0,0.5865384615384616,0.0
0.0,5.0,0.0016,0.6213592233009708,0.0,0.5865384615384616,0.0
0.0,6.0,625.0,0.6699029126213593,0.575,0.7115384615384616,0.6052631578947368
0.0,6.0,125.0,0.6699029126213593,0.575,0.7115384615384616,0.6052631578947368
0.0,6.0,25.0,0.6699029126213593,0.575,0.7115384615384616,0.6052631578947368
0.0,6.0,5.0,0.6796116504854369,0.5822784810126581,0.6923076923076923,0.5675675675675675
0.0,6.0,1.0,0.6796116504854369,0.547945205479452,0.6826923076923077,0.5352112676056338
0.0,6.0,0.2,0.6601941747572816,0.42622950819672134,0.6634615384615384,0.4262295081967213
0.0,6.0,0.04,0.5825242718446602,0.044444444444444446,0.5673076923076923,0.0
0.0,6.0,0.008,0.5728155339805825,0.0,0.5673076923076923,0.0
0.0,6.0,0.0016,0.5728155339805825,0.0,0.5673076923076923,0.0
0.0,7.0,625.0,0.6796116504854369,0.45901639344262296,0.7115384615384616,0.625
0.0,7.0,125.0,0.6796116504854369,0.45901639344262296,0.7115384615384616,0.625
0.0,7.0,25.0,0.6796116504854369,0.45901639344262296,0.7115384615384616,0.625
0.0,7.0,5.0,0.6796116504854369,0.45901639344262296,0.7115384615384616,0.625
0.0,7.0,1.0,0.6796116504854369,0.4210526315789474,0.7211538461538461,0.6133333333333334
0.0,7.0,0.2,0.6407766990291263,0.43076923076923074,0.6923076923076923,0.5675675675675675
0.0,7.0,0.04,0.6504854368932039,0.0,0.5576923076923077,0.0
0.0,7.0,0.008,0.6504854368932039,0.0,0.5576923076923077,0.0
0.0,7.0,0.0016,0.6504854368932039,0.0,0.5576923076923077,0.0
0.0,8.0,625.0,0.6796116504854369,0.6373626373626373,0.5480769230769231,0.4835164835164835
0.0,8.0,125.0,0.6796116504854369,0.6373626373626373,0.5480769230769231,0.4835164835164835
